rank,percentile,smi,score
11490,42.558,CCCOc1ccc(/C=c2\sc3nc(-c4ccccc4Br)nn3c2=O)cc1,-0.1751
11491,42.553,NC(=O)COc1ccc(Cl)cc1CN1CCCn2nc(CO)cc2C1,-0.1751
11492,42.548,CCOc1cc(C(NC(C)=O)NC(C)=O)ccc1OC(C)=O,-0.1751
11493,42.543,CN1CCC(NC(=O)c2c(F)cccc2F)CC1,-0.1751
11494,42.538,Cc1ccc(C(C)NC(=O)C2CC2C(=O)O)cc1F,-0.1751
11495,42.533,COc1ccc(CCNC(=O)c2cc(C3CC3)nn2-c2ccccc2)cc1,-0.1751
11496,42.528,C[C@H]1CN(C(=O)c2cc(-c3ccccn3)[nH]n2)Cc2nnc(C3CCOCC3)n21,-0.1751
11497,42.523,Cc1ccc(F)c(CN2CCN3C(=O)[C@@H]([C@H](C)O)NC(=O)[C@H]3C2)c1,-0.1752
11498,42.518,COc1cccc(N2C(=O)NC(=O)/C(=C\Nc3ccc(C)cc3)C2=O)c1,-0.1752
11499,42.513,CC(C)c1noc(C2CCN(Cc3cc(-c4ccccc4)no3)CC2)n1,-0.1752
11500,42.508,COC(=O)c1ccc(C(=O)NCCc2ccc(-c3cnn(C)c3)s2)cc1,-0.1752
11501,42.503,O=C1S/C(=C\c2ccc(O)cc2)C(=O)N1Cc1ccccc1,-0.1752
11502,42.498,CCC(C(=O)N1CC2(C1)CC(C)(C)C2)c1ccccc1,-0.1752
11503,42.493,COc1ccc(C(=O)NCC2=CCCCC2)cc1C[C@H]1CCNC1,-0.1752
11504,42.488,CCOC(=O)N1CCC(NC(=O)CCC(=O)N2C[C@H](C)Oc3ccc(Cl)cc32)CC1,-0.1752
11505,42.483,CC(C)c1ccc(/C=N\NC(=O)c2cc(C(C)(C)C)n[nH]2)cc1,-0.1752
11506,42.478,C[C@H](C(=O)NCc1ccccc1)C1CCN(C(=O)Nc2ccccc2)CC1,-0.1752
11507,42.473,CN(CCc1cn[nH]c1)C(=O)CN1C(=O)CNC1=O,-0.1753
11508,42.468,C1CC2(CCN1)CCO2,-0.1753
11509,42.463,O=c1[nH]c2ccccc2nc1-c1nc(C2CC2)nn1-c1ccccc1,-0.1753
11510,42.458,O=C(CCn1cnc2ccccc2c1=O)Nc1cc(Cl)ccc1O,-0.1753
11511,42.453,NS(=O)(=O)c1ccc(NC(=O)/C(=C/c2ccc(Br)cc2)NC(=O)c2ccccc2Cl)cc1,-0.1753
11512,42.448,CCn1cnnc1[C@H]1CN(C(=O)NCC(C)C)CC12CCCCC2,-0.1753
11513,42.443,COC(=O)c1sccc1N/N=C/c1ccccn1,-0.1753
11514,42.438,Cn1cnc2cc(CNC(=O)C3CCCC3)ccc21,-0.1754
11515,42.433,O=C(Cc1ccc(F)cc1Cl)N1CCC2(CC1)C[C@@H](O)[C@@H](O)CO2,-0.1754
11516,42.428,CCCCN1C[C@]2(CCCN(C(=O)c3cnc(C4CC4)nc3)C2)CCC1=O,-0.1754
11517,42.423,CC(C)C(=O)Nc1nnc(CC2CCCC2)s1,-0.1754
11518,42.418,O=C(CCc1n[nH]c(=O)[nH]c1=O)N/N=C/c1ccc(C(F)(F)F)cc1,-0.1755
11519,42.413,O=C1NCCN1C(=O)N(CCn1ccc(-c2ccncc2)n1)C1CCCC1,-0.1755
11520,42.408,Cc1cc(C)cc(N2CCN(c3nc(-c4ccccc4)no3)CC2=O)c1,-0.1755
11521,42.403,O=C(CCc1nc(-c2ccccc2F)no1)NCc1nc(-c2ccccn2)no1,-0.1755
11522,42.398,Cc1ccc(CNC(=O)N2CCCC(CNC(=O)C(C)C)C2)cc1,-0.1755
11523,42.393,O=C(NCc1ccc2c(c1)OCO2)c1ccccc1C(=O)NCc1ccc2c(c1)OCO2,-0.1755
11524,42.388,Cc1cc(C[C@H]2CN(C(=O)c3cccn3C3CC3)C[C@@H]2O)[nH]n1,-0.1755
11525,42.383,COc1ccc(Oc2nc3c(c(=O)n(C)c(=O)n3C)n2C)cc1,-0.1755
11526,42.378,CCC1COC(C)CN1C(=O)C1CC(=O)N(C2CNC2)C1,-0.1756
11527,42.373,Cc1cc(C2CN(Cc3ncccn3)CCO2)ccc1F,-0.1756
11528,42.368,COc1cc(OC)nc(N2CCC(O)(C(=O)O)CC2)n1,-0.1756
11529,42.363,Cc1cc(NC(=O)NC[C@@H]2CCO[C@H]2c2ccc(F)cc2)no1,-0.1756
11530,42.358,COc1ccc(CC(=O)Nc2sc3c(c2C#N)CC(C)(C)NC3(C)C)cc1OC,-0.1757
11531,42.353,CCn1cc(S(=O)(=O)Nc2c(C)nn(Cc3c(F)c(F)c(F)c(F)c3F)c2C)c(C)n1,-0.1757
11532,42.348,O=C(CSCc1cc(=O)n2nc(C3CC3)sc2n1)Nc1cccc2ccccc12,-0.1757
11533,42.343,CCNC(=S)NCCc1ccc(S(N)(=O)=O)cc1,-0.1757
11534,42.338,O=C(CN1CCN(Cc2ccc(F)cc2Cl)CC1)N1CCOCC1,-0.1757
11535,42.333,Cc1ccc(C)c(S(=O)(=O)N2CCC3(CC2)NCCN=C3NCc2ccccc2)c1,-0.1757
11536,42.328,O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccn(Cc3cccc(Cl)c3)n2)c1,-0.1757
11537,42.323,O=C(OCc1ccccc1)N1CCOCCOCCNCCOCCOCC1,-0.1758
11538,42.318,CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3ccc(C)o3)c(=O)n2C1c1cccs1,-0.1758
11539,42.313,Cc1cc(OCC(=O)Nc2noc(-c3ccc(F)cc3)n2)cc(C)c1Cl,-0.1758
11540,42.308,CC(C)C[C@H](NCc1c(O)ccc2c1oc(=O)c1ccccc12)C(=O)O,-0.1758
11541,42.303,CCOC(=O)c1c(C)nc2ccccc2c1O,-0.1758
11542,42.298,CCOc1ccc(NC(=S)NC(=O)c2cc(OC)cc(OC)c2)cc1,-0.1758
11543,42.293,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,-0.1758
11544,42.288,CC(=O)Nc1cc(C(=O)NCCCOC(C)C)ccc1Sc1ccc(C)cc1,-0.1758
11545,42.283,CN(C)c1ccccc1C(=O)N1CCO[C@@H](Cc2cccc(F)c2)C1,-0.1758
11546,42.278,CN1CCCC2(CCN(C(=O)Cn3c(=O)oc4ccccc43)CC2)C1C(N)=O,-0.1759
11547,42.273,CN(C1CCCC1)S(=O)(=O)c1ccc(C(=O)Nc2cccc(Br)c2)cc1,-0.1759
11548,42.268,O=C(O)CN1CCC[C@]2(C(=O)O)CN(Cc3cccc(F)c3F)CC[C@@H]12,-0.1759
11549,42.263,COc1ccc(CC(=O)Nc2ccc3[nH]c([C@H](C)O)nc3c2)c(OC)c1,-0.1760
11550,42.258,CCn1nccc1C(=O)N1CCC(Nc2cccn3ncnc23)CC1,-0.1760
11551,42.253,Cc1nc(N2C[C@H](c3cccc(F)c3F)[C@@H]3[C@H]2C2CCN3CC2)no1,-0.1761
11552,42.248,COc1ccc(NC(=O)NCC2CC(=O)N(Cc3ccc(F)cc3)C2)c(OC)c1,-0.1761
11553,42.243,Cc1n[nH]c2c1C(c1cc(Br)c(C)s1)C(C#N)=C(N)O2,-0.1761
11554,42.238,CC(C)[C@@H](CO)NC(=O)NCC(=O)N1CCc2ccccc21,-0.1762
11555,42.233,COc1cccc(-c2cc(O)nc(SCc3nc(-c4ccccc4)no3)n2)c1,-0.1762
11556,42.228,NC1CC2CCCC(C1)C2NC(=O)CCOC1CCOCC1,-0.1762
11557,42.223,CCCNC(=O)c1ccc(S(=O)(=O)N[C@@H](C)Cn2cncn2)cc1,-0.1762
11558,42.218,CCn1c(=O)[nH]c2cc(-c3noc(-c4ccc(C)c(NC(=O)c5ccco5)c4)n3)ccc21,-0.1762
11559,42.213,O=C(NCCn1cccn1)c1cccc(S(=O)(=O)N[C@@H]2CCCNC2)c1,-0.1762
11560,42.208,COc1ccccc1NC(=O)C1=C(C)Nc2ncnn2C1c1ccc(Br)cc1,-0.1762
11561,42.203,COc1c(N)ccnc1-c1cccc(CN2CCOCC2)c1,-0.1763
11562,42.198,COc1ccc2ccc(OCc3nc(C(=O)N4CCOC[C@@H]4CO)co3)cc2c1,-0.1763
11563,42.193,CCc1ccc2c(c1)/C(=C/C(=O)c1cccs1)C(=O)N2,-0.1763
11564,42.188,NC(=O)CCc1ccc(S(=O)(=O)N2CCCCC2)cc1,-0.1763
11565,42.183,CCn1nc(C(C)C)cc1C(=O)NCCn1ccnn1,-0.1763
11566,42.178,Cc1ccc(N2CCCC2)c(C(=O)N[C@H]2C[C@@H](O)[C@@H]2n2cccn2)c1,-0.1763
11567,42.173,O=C(Nc1cccc(S(=O)(=O)N2CCCCCC2)c1)c1cnc2ccccc2n1,-0.1764
11568,42.168,CSc1ncc(C(=O)Nc2cc(C)cc(C)c2)c(C)n1,-0.1764
11569,42.163,CC(C)CNC(=O)N1CCC2(CC1)CC(C(=O)N1CCOCC1)N(C)C2,-0.1764
11570,42.158,O=C([C@@H]1CCCN1C(=O)Cn1ccnn1)N1CCCCC1,-0.1765
11571,42.153,COc1ccc(-c2nnc3sc(-c4ccc(C)cc4)cc(=O)n23)cc1,-0.1765
11572,42.148,COc1ccc(-n2nc3c(c2NC(=O)c2ccc(Cl)cc2)CSC3)cc1,-0.1765
11573,42.143,O=C(NC1(c2ncon2)CCOCC1)c1cc(C2CCCCC2)n[nH]1,-0.1765
11574,42.138,Cc1nc(O)nc(C)c1CCC(=O)N1CC[C@H](c2ccccc2)[C@@H](O)C1,-0.1765
11575,42.133,Fc1ccc(N2CC[C@H](CNC3CCCCC3)C2)cc1,-0.1765
11576,42.128,Cc1oc(C(=O)N2CCCCC2CC(=O)O)cc1S(C)(=O)=O,-0.1765
11577,42.123,O=C(CN1C(=O)C2CCCCN2c2ccc(C(=O)N3CCCCC3)cc21)NCc1cccnc1,-0.1765
11578,42.118,COc1ccc(C[C@H]2CCN(C(=O)c3cn([C@H]4CC[C@@H](N)CC4)nn3)C2)cc1,-0.1766
11579,42.113,COc1ccc(C(=O)NC2=NC(c3ccc(Cl)cc3)CC(=O)N2)cc1OC,-0.1766
11580,42.108,COc1ccc(Cn2c(S)nnc2-c2ccc(OC)cc2)cc1,-0.1767
11581,42.103,Cc1ccc(C(CNC(=O)Nc2cccs2)OCCO)cc1,-0.1767
11582,42.098,Cc1ccccc1CN1C[C@H]2C[C@@H](C1)[C@H](Cc1cccc(F)c1)N1C(=O)CCC[C@@H]21,-0.1767
11583,42.093,Cc1ccc(-c2nc3c(c(=O)n2CC(=O)NCc2ccco2)CCN(Cc2ccccc2)C3)cc1,-0.1767
11584,42.088,Cn1cc(C(=O)NCC2CCC(F)(F)C2)c(C2CCOCC2)n1,-0.1767
11585,42.083,O=C(Nc1cccnc1)C1CCCN(c2ncnc3c2nc2n3CCCCC2)C1,-0.1767
11586,42.078,CNS(=O)(=O)c1cc(C(=O)Nc2ccccc2N2CCCC2=O)cc(C)c1C,-0.1768
11587,42.073,Cc1ccc(C(=O)NC[C@H]2[C@H]3C[C@H](CN(CC(=O)O)C3)[C@@H]3CCCCN32)cc1C,-0.1768
11588,42.068,Cc1cc(C)n(C)c(=O)c1C(=O)N[C@H]1C[C@H](c2cc(=O)[nH]c(C3CC3)n2)C1,-0.1768
11589,42.063,Cc1ccc(CNC(=O)NC2CCN(c3nccs3)CC2)cc1F,-0.1768
11590,42.058,COc1ccccc1C(=O)N1CCN(C/C=C/c2ccccc2)CC1,-0.1768
11591,42.053,Cc1ccc(C(=O)NCc2nc(-c3ccc4c(c3)ncn4C3CCCC3)no2)cc1,-0.1769
11592,42.048,O=C(CCCc1ccccc1)NCC(=O)N1CCN(c2ccccn2)CC1,-0.1769
11593,42.043,CC/C=C/CC(=O)N1CCC[C@H]1c1ccc(C(=O)NCc2nccn2C)s1,-0.1769
11594,42.038,COc1ccccc1-c1ccnc(NC#N)n1,-0.1769
11595,42.033,Cc1cc(N2CCN(C(=O)c3ccc4c(c3)CCO4)CC2)nc(-c2ccccc2O)n1,-0.1770
11596,42.028,Cc1ccc(OCC(=O)NCCO)c(C)c1,-0.1770
11597,42.023,O=C(CSc1ncc2c(n1)-c1cc(Cl)ccc1N(Cc1ccccc1)S2(=O)=O)Nc1ccc(F)cc1F,-0.1770
11598,42.018,Cc1cc(C(=O)NCC2CCCC2c2ccccc2)n(C2CCOCC2)n1,-0.1770
11599,42.013,O=C(Nc1ccc(Cl)cc1)c1ccc(=O)n(CCN2CCCC2)c1,-0.1770
11600,42.008,Cc1nn(CC(=O)O)c2c1[C@@H](c1cccc3c1OCO3)CC(=O)N2,-0.1771
11601,42.003,CNS(=O)(=O)NCC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)OC,-0.1771
11602,41.998,C/C=C/CN(C(=O)CCCN1CCCCC1=O)[C@@H](C)CC,-0.1771
11603,41.993,C[C@@H](C(=O)NC1CCN(c2ccc(F)cc2)CC1)n1cc(Cl)cn1,-0.1771
11604,41.988,O=C(Nc1nn(-c2cccc(F)c2)c2cccc(Oc3cccnc3)c12)c1cocn1,-0.1772
11605,41.983,Cc1cc(COc2ccc(C(=O)N3CCC(N)C3)cc2Br)on1,-0.1772
11606,41.978,COc1ccc(CCNC(=O)c2ccc(N3CCCC3=O)cc2)cc1OC,-0.1772
11607,41.973,CCc1ccc(C(=O)Nc2ccc(OC)c(NC(=O)COC)c2)s1,-0.1772
11608,41.968,CC(C)C[C@H]1C(=O)N2C[C@@H](N(C)C)C[C@H]2CN1C(=O)c1ccco1,-0.1772
11609,41.963,COc1ccccc1-n1ccc2c(cnc3c(-c4cccc(Cl)c4)c(C)nn32)c1=O,-0.1772
11610,41.958,CCC1CN(C(=O)c2cn(C3CCNCC3)nn2)CCC1c1ccccc1.Cl,-0.1772
11611,41.953,Cc1noc(-c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)n1,-0.1773
11612,41.948,CCOc1cc2c(cc1CN(C)CC(=O)O)OC(C)C2,-0.1773
11613,41.943,CC(NC(=O)c1nc(-c2cccs2)no1)c1ccccc1,-0.1773
11614,41.938,CCCCOc1ccc(C(=O)NCc2n[nH]c(=S)n2-c2ccccc2OC)cc1,-0.1773
11615,41.933,CC1(C)C2CCC1(CS(=O)(=O)N1CCN(c3ccc(F)cc3)CC1)C(=O)C2,-0.1773
11616,41.928,NS(=O)(=O)c1ccc(NC(=O)CCc2ccc(-c3ccccc3)o2)cc1,-0.1774
11617,41.923,O=C(Nc1ccccc1[N+](=O)[O-])c1ccc(CSc2ccccc2)o1,-0.1774
11618,41.918,CCCN(C)Cc1cc2n(n1)CCCN([C@@H](C)C(=O)Nc1ccccc1)C2,-0.1774
11619,41.913,C#CCCC1(CCC(=O)Nc2ccc(N3CCCC3)nc2)N=N1,-0.1775
11620,41.908,O=C(O)[C@H](COCc1ccccc1)NS(=O)(=O)N1CCCCC1,-0.1775
11621,41.903,COc1cn(-c2ccccc2)nc1C(=O)NC1CC1c1cccc(F)c1,-0.1775
11622,41.898,Cc1ccc(OCCNC(=O)Nc2ccccc2)cc1,-0.1775
11623,41.893,Cc1sc(-c2nnc(C(=O)N3CCCC3)o2)cc1S(=O)(=O)N1CCN(C)CC1,-0.1775
11624,41.888,CSc1ccc(CN2CCN(C(C)=O)CC2)cc1,-0.1775
11625,41.883,CS(=O)(=O)N1CCC[C@H](CNC(=O)C2CCN(Cc3ccco3)CC2)C1,-0.1775
11626,41.878,O=C(CN1CCCCCC1)NC[C@@H](c1cccnc1)N1CCOCC1,-0.1775
11627,41.873,O=C(O)c1c(N2CCN(CCO)CC2)noc1-c1ccc(Cl)cc1,-0.1776
11628,41.868,O=C(NC[C@@H](O)CO)c1cc2c(s1)C1(CCN(C(=O)C3CC3)CC1)OCC2,-0.1776
11629,41.863,Cc1cc(N2CCN(C(=O)c3ccc(C)c(C)c3)CC2)nc(N2CCCCC2)n1,-0.1776
11630,41.858,O=C(Cn1c2ccccc2n2c(=O)cc(-c3ccccn3)nc12)Nc1ccc(Br)cc1,-0.1776
11631,41.853,O=C(c1ccc2ncccc2c1)N1CCC[C@@]2(CCc3c[nH]nc32)C1,-0.1776
11632,41.848,Cc1ccc(-c2ncc(C(=O)NCCn3ccnc3)s2)c(C)c1,-0.1776
11633,41.843,COC(=O)c1c(C)[nH]c(C(=O)N2CCC(CC(=O)N3CCN(c4ccccc4)CC3)CC2)c1C,-0.1777
11634,41.838,CC(C)CNC(=O)[C@@H]1COC2(CCN(C(=O)c3ccccc3F)CC2)N1C(=O)c1ccco1,-0.1777
11635,41.833,CC(C)NC(=O)CCCN1C(=O)c2ccccc2C1=O,-0.1777
11636,41.828,CCc1nnc(NC(=O)c2cnn(CCO)c2)s1,-0.1777
11637,41.823,CCN(Cc1ccccn1)S(=O)(=O)C1CN(C(=O)c2ccccc2)C1,-0.1777
11638,41.818,COc1ccc(OC)c(NC(=O)C(=O)NCc2ccco2)c1,-0.1777
11639,41.813,CCn1c(CC(=O)Nc2ccccc2F)nnc1SCC(=O)Nc1ccccc1,-0.1777
11640,41.808,Cc1cccc2sc(OC3CN(C(=O)c4cnn(-c5ccccc5)n4)C3)nc12,-0.1778
11641,41.803,C=CC[C@@H]1CC=C[C@@H](c2ccccc2)N1C(=O)c1ncc[nH]1,-0.1778
11642,41.798,Cn1nnnc1SCC(=O)NCc1nc2c(s1)CCCC2,-0.1778
11643,41.793,CC(C)c1nnc2n1[C@@H](C)CN(C(=O)Cc1csc(-c3ccccc3)n1)C2,-0.1778
11644,41.788,COC(=O)c1cc(C)c(C)c(S(=O)(=O)N(C)C2CN3CCC2CC3)c1,-0.1778
11645,41.783,COc1ccc(OCC(=O)Nc2[nH]nc(C)c2-c2cccc(Cl)c2)cc1,-0.1778
11646,41.778,COc1ccc(OC)c(S(=O)(=O)Nc2cccc(C)n2)c1,-0.1778
11647,41.773,Cc1cnc(C2CC2)n1CC1CCN(C(=O)C2CCC2)C1,-0.1778
11648,41.768,CCCNC(=O)[C@@H]1CCCC[C@@H]1C(=O)NCCCN1CCCC1=O,-0.1778
11649,41.763,CCn1cc(-n2ccnc2-c2cnc(N3CCOCC3)s2)cn1,-0.1779
11650,41.758,COc1ccc(C(=O)N2CCN(C[C@@H]3CCCN4CCCC[C@H]34)CC2)cc1,-0.1779
11651,41.753,Cn1c(CO)nnc1C1CCN(C(=O)NCCc2cccc(Cl)c2)CC1,-0.1779
11652,41.748,Cc1ccccc1CNC(=O)c1ccc(-c2cc(N3CCCC3)ncn2)cc1,-0.1780
11653,41.743,Cc1cnccc1CNc1ccc(C)c(C(=O)N2CCOCC2)c1,-0.1780
11654,41.738,COC(=O)CCNC(=O)[C@@H]1CC[C@H](O)[C@@H](NC(=O)c2ccc(F)cc2)C1,-0.1780
11655,41.733,Cc1cc(C)c2c(=O)n(CC(=O)NCCCc3ccccc3)c(=O)n(C)c2n1,-0.1780
11656,41.728,CCn1c(N2CCN(C(=O)Nc3cc(C)cc(C)c3)CC2)nc2ccccc21,-0.1780
11657,41.723,CN1CCC(C(=O)NC[C@H](O)c2cccc(Oc3ccccc3)c2)CC1,-0.1780
11658,41.718,CCC(C(=O)Nc1ccc(Cl)c(Cl)c1)n1c(C)cc(C)nc1=O,-0.1780
11659,41.713,COc1cc(NC(=O)Cc2cc(Cl)c3c(c2)OCCO3)ccc1N1CCCC1=O,-0.1781
11660,41.708,CC(C)c1ccc(C2=CC(c3ccccc3Cl)n3nnnc3N2)cc1,-0.1781
11661,41.703,COCC(=O)N1C[C@@H]2CN(C3CCCCC3)C[C@@H]2[C@H]1c1cccc(F)c1,-0.1781
11662,41.698,Cc1n[nH]c(C)c1CN1CCCC[C@H]1c1nc2ccccc2[nH]1,-0.1781
11663,41.693,CN(C)C(=O)c1cc(N(C)C)nc2ccccc12,-0.1781
11664,41.688,Cn1ccc2cc(S(=O)(=O)N3CCC(C(=O)NCc4cccc(Cl)c4)CC3)ccc21,-0.1781
11665,41.683,Cc1ccc(C)c(N2C(=O)c3ccc(C(=O)OCc4ccc(Cl)cc4Cl)cc3C2=O)c1,-0.1781
11666,41.678,CN(C(=O)C1CCN(S(=O)(=O)Cc2ccccc2)CC1)C1CC1,-0.1781
11667,41.673,CSc1cccc(NC(=O)c2nccnc2C(=O)O)c1,-0.1782
11668,41.668,Cc1cc(C(F)(F)F)n(-c2nc(C(=O)NCCCn3ccnc3C(C)C)cs2)n1,-0.1782
11669,41.663,COC(=O)c1ccccc1NC(=O)CSc1nc2ccccc2nc1Cc1ccccc1OC,-0.1782
11670,41.658,COC(=O)CC1=CC(SCC(=O)Nc2cc(C)ccc2C)=Nc2ccccc2N1,-0.1782
11671,41.653,O=C1CC(c2ccc(F)cc2)c2c(c3ccccc3[nH]c2=O)O1,-0.1782
11672,41.648,O=C(Nc1cccc(C(=O)NC2CCCC2)c1)C1=CSCCO1,-0.1783
11673,41.643,CCOC(=O)C1CCN(c2nncc(-c3cccc(OC)c3)n2)CC1,-0.1783
11674,41.638,O=C(c1cc[nH]n1)N1CC2CCCC2(COc2ncc(F)cn2)C1,-0.1783
11675,41.633,O=C(c1ccc(-c2ccccc2)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,-0.1783
11676,41.628,CN(C)C1CCN(C(=O)c2cn(C)nc2-c2ccc(F)cc2F)CC1,-0.1783
11677,41.623,COc1ccc(NC(=O)C2OC(C)CC2C)cc1OCC(F)(F)F,-0.1784
11678,41.618,O=C(CCc1nc2ccccc2s1)N1CCSCC1,-0.1784
11679,41.613,CN(C)C(=O)[C@]12CN(Cc3cccnc3)C[C@H]1CN(C(=O)COc1ccccc1)C2,-0.1784
11680,41.608,Cn1cnnc1CCNC(=O)C1(N2CCCC2)CCCCC1,-0.1784
11681,41.603,O=C(CCc1cccnc1)N1CCCN(Cc2cccs2)CC1,-0.1784
11682,41.598,CO[C@@H]1CN(S(=O)(=O)Cc2cccc(Cl)c2)C[C@H]1c1c[nH]nn1,-0.1784
11683,41.593,CN(C)Cc1cn(C2CCN(C/C=C/c3ccccc3)CC2)nn1,-0.1785
11684,41.588,Cc1ccc(-c2nc3c(s2)CN(C(=O)c2ccccc2)CC3)cc1,-0.1785
11685,41.583,C=CCNC(=O)CN1CC(Oc2cccc(Cl)c2)C1,-0.1785
11686,41.578,COc1ccc(OC)c(C2CC(c3c(O)[nH]c(=O)n(-c4cccc(Cl)c4)c3=O)=NN2C(C)=O)c1,-0.1785
11687,41.573,Cc1ncc(C(=O)NCc2ccccc2OCc2ccccc2)cn1,-0.1785
11688,41.568,COC(=O)c1cc(OC)c(OC)cc1NC(=O)Nc1ccc(OC)cc1,-0.1786
11689,41.563,S=C(NCc1ccccc1Br)Nc1ccc2c(c1)OCO2,-0.1786
11690,41.558,CCn1ccc(C(=O)N2CCC[C@@H]2Cn2cc(C(=O)NC3CCCC3)nn2)n1,-0.1786
11691,41.553,CCn1nc(C)c(CNC(=O)N2CCC3(O)CCCCC3C2)n1,-0.1786
11692,41.548,CCCc1cc(C(=O)N2CCc3c(C(=O)NCc4ccccc4F)n[nH]c3C2)n(C)n1,-0.1786
11693,41.543,Cc1csc(NC(=O)C2CCN(C(=O)NCC3CCCC3)CC2)n1,-0.1787
11694,41.538,CC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc(Br)cc12,-0.1787
11695,41.533,Cc1cc(CC(=O)N2CCO[C@H](CN(C)C)[C@H]2c2cnn(C)c2)on1,-0.1787
11696,41.528,O=C(CCN1C[C@@H]2CC[C@H]1C2)N1CCC(OCc2cccnc2)CC1,-0.1787
11697,41.523,CC(C)NC(=O)CN1C[C@H]2[C@@H](CNC(=O)c3cccs3)[C@@H]3CC[C@@]2(C1)O3,-0.1787
11698,41.518,COc1ccc(C2CC(=O)C(=CNc3ccc(Cl)cc3)C(=O)C2)cc1,-0.1787
11699,41.513,CCC1Sc2ccc(S(=O)(=O)CCC(=O)NCc3ccccc3OC)cc2NC1=O,-0.1788
11700,41.508,CN1C(=S)N(c2ccccc2)C(=O)/C1=C/c1ccccc1O,-0.1788
11701,41.503,O=C(Cn1c(SCC(=O)Nc2ccc(F)cc2)nc2ccccc21)NCc1ccc(Cl)cc1,-0.1788
11702,41.498,CCc1cccc(-n2c(C)n[nH]c2=O)c1,-0.1788
11703,41.493,Cc1cc(C)n2nc(CNS(=O)(=O)c3ccc(Br)s3)nc2n1,-0.1788
11704,41.488,CCNC(=O)CN1CCN(C(=O)c2c(C)n(C)c3ccc(OC)cc23)CC1,-0.1788
11705,41.483,Cc1ccc(C)c(NC(=O)Cn2c(=O)n(Cc3ccco3)c(=O)c3oc4ccccc4c32)c1,-0.1788
11706,41.478,O=C(NCCCCCc1nc2ccccc2[nH]1)c1[nH]nc2c1CCCC2,-0.1788
11707,41.473,CCN(CCNC(=O)N(C)C1CCOCC1)c1cccc(C)c1,-0.1789
11708,41.468,O=C1CCc2c1cccc2C(=O)N1CC[C@@](O)(c2ccccc2)C1,-0.1789
11709,41.463,CC(C)CCNC(=O)N1CCC2(CC1)CC2NC(=O)c1ccccc1,-0.1789
11710,41.458,CCOc1cc(C(=O)Nc2ccc(I)cc2C)cc(OCC)c1OCC,-0.1789
11711,41.453,Cc1noc2ncnc(N3CCCC(C(=O)NC4CCCCC4)C3)c12,-0.1789
11712,41.448,COc1ccc(CNC(=O)[C@H]2CCC(=O)N(CC(C)C)[C@@H]2c2cccnc2)c(OC)c1,-0.1789
11713,41.443,COC(=O)c1cccc(NC(=O)c2nn(-c3ccccc3)c3c2CCC3)c1C,-0.1789
11714,41.438,Cc1nc(NC(=O)Cc2ccc(C3CCC3)cc2)nn1C,-0.1790
11715,41.433,Cc1csc(S(=O)(=O)NCc2noc([C@@H]3CCCO3)n2)c1,-0.1790
11716,41.428,Cc1ccc(Cl)cc1N1CCN(C(=O)c2cnc3sccn3c2=O)CC1,-0.1791
11717,41.423,Cc1nnc(N2C[C@@H](C(=O)NCc3coc(-c4ccccc4)n3)CC2=O)s1,-0.1791
11718,41.418,Cc1nc(-c2cccc(NC(=O)NCCc3nc(C(C)C)no3)c2)cs1,-0.1791
11719,41.413,O=C(NCCNC1=NS(=O)(=O)c2ccccc21)c1ccc(F)cc1,-0.1791
11720,41.408,Cc1noc(C)c1Cn1nc2n(c1=O)CCC(C(=O)NCC(F)(F)F)CC2,-0.1791
11721,41.403,Cc1cc(C)cc(NC(=O)c2cn[nH]c2S(=O)(=O)Nc2cc(C)cc(C)c2)c1,-0.1791
11722,41.398,CCn1c(CN2CCN(c3ccccc3)C(=O)C2)nnc1[C@H]1C[C@@H](N)C1,-0.1791
11723,41.393,COc1ccc(C)cc1NC(=O)N1CCN(C(=O)c2nonc2N)CC1,-0.1791
11724,41.388,NC(=O)c1cc(N2CCCC2)nc2c(Cl)cccc12,-0.1791
11725,41.383,COc1ccc(-c2noc(CNC(=O)COc3ccc4ccccc4c3)n2)cc1,-0.1791
11726,41.378,COC(=O)CSc1nnc(C(C)Oc2cccc(Cl)c2)n1C,-0.1791
11727,41.373,Cc1c(CNC(=O)N2CCN(CCC(C)(C)C)CC2)cnn1C,-0.1792
11728,41.368,CCc1cc(NC(=O)C(C)(C)N2CCOCC2)ccc1C,-0.1792
11729,41.363,CCC1(C(=O)c2ccccc2)C(=O)NC(=O)N(c2ccccc2)C1=O,-0.1792
11730,41.358,CCOC(=O)COc1ccc(NC(C)=O)cc1,-0.1792
11731,41.353,Brc1ccccc1-c1nnc2ccc3ccccc3n12,-0.1792
11732,41.348,CCNC(=O)N1CCC(NC(=O)c2ccc(-c3cccnc3C#N)cc2)CC1,-0.1792
11733,41.343,CC1CN(Cc2ccc(Cl)c(Cl)c2)CC(C)O1,-0.1792
