rank,percentile,smi,score
11248,43.768,NC(=O)c1csc(S(=O)(=O)N2CCC([C@@H](O)CCc3ccccc3)CC2)c1,-0.1705
11249,43.763,CCOc1ccc(-n2c(=O)[nH]cc(C(=O)Nc3ccc(C(C)=O)cc3)c2=O)cc1,-0.1705
11250,43.758,COc1ccc(CN2CCNC(=O)[C@@H]2CC(=O)N2CCN(C)CC2)c(OC)c1,-0.1705
11251,43.753,COc1cccc(CNC(=O)C[C@@H]2CC[C@H](CNC(C)=O)N2CC2CC2)c1,-0.1705
11252,43.748,CSCCCNS(=O)(=O)c1ccc(C(=O)N[C@H]2CCOC2)cc1,-0.1705
11253,43.743,Cc1ccc(NC(=O)CN2CCC(CCc3ccccc3)CC2)cc1S(N)(=O)=O,-0.1705
11254,43.738,CCC(C)c1ccc(NC(=O)Cn2nnc(-c3ccc(F)cc3)n2)cc1,-0.1706
11255,43.733,Cc1sc2ncn(CC(=O)N3CCOCC3)c(=O)c2c1S(=O)(=O)N1CC(C)CC(C)C1,-0.1706
11256,43.728,COc1ccc(-n2ccnc(NCc3ccccc3Cl)c2=O)cc1OC,-0.1706
11257,43.723,Cc1cnn(CC2CCCN2C(=O)C(C)n2cnc3ccccc32)c1,-0.1706
11258,43.718,CCc1ccc(NC(=O)NC2=C(C#N)C(C)(C)Cc3ccccc32)cc1,-0.1706
11259,43.713,CCC(NC(=O)C1CCN(S(C)(=O)=O)CC1)c1ccc(C)cc1C,-0.1707
11260,43.708,Cc1cc(C)cc(NC(=O)CN2c3cccc4cccc(c34)S2(=O)=O)c1,-0.1707
11261,43.703,COc1cc(C)c(/C=C2/NC(=O)NC2=O)cc1C(C)C,-0.1707
11262,43.698,C=CCn1c(SCc2ccc(Cl)c(Cl)c2)nnc1-c1cccc(C)c1,-0.1707
11263,43.693,COc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3ccccc3N2C(=O)Cc2ccccc2)cc1OC,-0.1707
11264,43.688,Cc1cc(C)n([C@@H](C)C(=O)N2CCc3nocc3C2)n1,-0.1707
11265,43.683,O=C(N[C@@H]1C[C@H]2CO[C@@H](c3ccccc3)CN2C1)c1n[nH]c2ccccc12,-0.1707
11266,43.678,O=C1CC(C(=O)N2CCCC2c2ccncc2)CN1c1ccccc1,-0.1707
11267,43.673,COc1cc(OC)cc(-c2nc(-c3ccc(C)cc3)no2)c1,-0.1707
11268,43.668,O=C(CSCc1ccccc1Cl)NNC(=O)c1ccccc1,-0.1708
11269,43.663,Cn1nc(CN(Cc2ccco2)C(=O)COc2ccc(Cl)cc2Cl)c2c1CCC2,-0.1708
11270,43.658,c1ccc(-c2csc(CNCc3noc(C4CC4)n3)n2)cc1,-0.1708
11271,43.653,CS(=O)(=O)N(CC(=O)Nc1ccc(Cl)cc1)c1cccc([N+](=O)[O-])c1,-0.1708
11272,43.648,NC(=O)c1noc(Cn2cccc(C(F)(F)F)c2=O)n1,-0.1708
11273,43.643,Cc1ccc(NC(=O)N(C)CCc2noc(C(=O)NCc3ccc(Cl)cc3)n2)c(C)c1,-0.1708
11274,43.638,CCOc1ccc(CN2CCN(Cc3cccc4ccccc34)CC2)cc1,-0.1708
11275,43.633,CCOC(=O)C1CCN(C(=O)[C@H]2CCCN(C(=O)c3cc(-c4ccc(C)cc4)on3)C2)CC1,-0.1708
11276,43.628,O=C(Cn1ccnn1)NC1CCN(Cc2ccccc2Cl)CC1,-0.1709
11277,43.623,O=C(O)c1c(S(=O)(=O)NCCn2cccn2)sc2c1CCNC2,-0.1709
11278,43.618,CCN1CCN(C(=O)c2cc(NC(=O)C3CCC3)cc3nc(C)ccc23)CC1,-0.1709
11279,43.613,O=C(CCC1NC(=O)N(Cc2ccc3c(c2)OCO3)C1=O)NCCC(c1ccccc1)c1ccccc1,-0.1710
11280,43.608,O=C(NCc1cc2ccc(F)cc2[nH]c1=O)[C@@H]1CC2(CCNCC2)CN1,-0.1710
11281,43.603,COc1cc(Cl)c(C)cc1NC(=O)N(C)Cc1cc(C)cc(C)n1,-0.1710
11282,43.598,CCOC(=O)N1CCN(C(=O)c2cccs2)CC1,-0.1710
11283,43.593,Cc1ccc(CN(Cc2ccncc2)C(=O)c2nn(C)cc2Cl)s1,-0.1710
11284,43.588,Cc1cc(S(=O)(=O)N2CCOCC2)ccc1OCC(=O)NCCN1CCOCC1,-0.1710
11285,43.583,COCCN1CCN2C(=O)[C@H](Cc3ccccc3)N(C(=O)c3cc(C)n(C)n3)C[C@H]2C1=O,-0.1710
11286,43.578,Cn1ccnc1C(=O)N[C@H](c1ccccn1)C(F)(F)F,-0.1711
11287,43.573,Cc1ccn(-c2ccc(NC(=O)c3cccs3)cc2)n1,-0.1711
11288,43.568,CC(C)Cc1cc(C(=O)N2CC[C@@]34OC[C@@H](C(C)C)N3C(=O)C[C@@H]24)on1,-0.1711
11289,43.563,O=C(COC(=O)c1ccccc1[N+](=O)[O-])c1ccc(Cl)c(Cl)c1,-0.1711
11290,43.558,CCc1ccc(C(=O)COC(=O)c2cccc(C)c2)cc1,-0.1712
11291,43.553,Fc1cccc(-c2noc(CC3CCNCC3)n2)c1,-0.1712
11292,43.548,CCCC[C@H]1C=CCN1C(=O)Nc1ccc(C#N)cc1F,-0.1712
11293,43.543,N[C@H]1CC[C@@H](C(=O)NCc2cccc(CO)c2)C[C@@H]1O,-0.1712
11294,43.538,Cc1n[nH]c(SCCNC(=O)c2ccc(N3CCN(C)CC3)cc2)n1,-0.1713
11295,43.533,Cc1cccc(C)c1Oc1ncccc1CNC(=O)c1cc(=O)[nH]c(=O)[nH]1,-0.1713
11296,43.528,COc1ccc(C(=O)O)cc1S(=O)(=O)NCCCn1nc(C)cc1C,-0.1713
11297,43.523,COC(=O)c1c(NC(=O)CN2CCCCC2)sc2c1CCCC2,-0.1714
11298,43.518,Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)CCc3ccccc3)cc2)c(C)c1,-0.1715
11299,43.513,CC(C)CCN1C(=O)N(Cc2cccnc2)C(=O)C12CCN(C)CC2,-0.1715
11300,43.508,O=C(NCCCN1CCc2ccccc2C1)C1CCCCC(=O)N1Cc1ccccc1,-0.1715
11301,43.503,NC(=O)c1csc(S(=O)(=O)NC(c2ccccn2)[C@H]2C[C@H](O)C2)c1,-0.1715
11302,43.498,CC(=O)NC[C@H]1CCCN(Cc2nc(-c3ccc(Cl)cc3)no2)C1,-0.1715
11303,43.493,CSCc1noc(CN(C)Cc2nc(-c3ccncc3)no2)n1,-0.1715
11304,43.488,Cc1cc(C2CCCN2C(=O)Nc2cccc(Cl)c2C)on1,-0.1715
11305,43.483,CC(Oc1ccccc1)c1nnc(S)n1C,-0.1715
11306,43.478,Cc1ccc(CN2CCN(/N=C/C=C\c3ccco3)CC2)cc1,-0.1715
11307,43.473,CCCc1nc(C)cc(-c2cccc(C(=O)NCCS(=O)(=O)CC)c2)n1,-0.1716
11308,43.468,O=C(C1CCCCC1)N1CCN(c2nc3c(F)cc(F)cc3s2)CC1,-0.1716
11309,43.463,CC(NC1CCc2ncnn2C1)c1ccc(Br)cc1F,-0.1716
11310,43.458,O=C(NCc1ccc(F)cc1)c1cnn(-c2cccc(F)c2)c1-n1cccc1,-0.1716
11311,43.453,CCC(=O)Nc1cccc(C(=O)N(CC)c2ccccc2)c1,-0.1717
11312,43.448,COC(=O)[C@H](Cc1ccccc1)NC(=O)Nc1c(-c2ccc(C)cc2)nc2ccccn12,-0.1717
11313,43.443,NC(=O)[C@H]1C[C@H](NC(=O)C2CCCCC2)[C@H](c2nc(-c3ccccc3)no2)C1,-0.1717
11314,43.438,Cc1cc([N+](=O)[O-])nn1CC(=O)NCCc1nc2ccccc2[nH]1,-0.1717
11315,43.433,CC(C)n1nc(O)c2c1NC(=O)CSC2c1ccc(Br)cc1,-0.1717
11316,43.428,Cc1ccc(-n2c(Cc3cccn3C)nnc2SCC(=O)N2CCCCC2)cc1,-0.1717
11317,43.423,CCn1cc(C(=O)N2CC3(C2)C(c2nc(C4CCCC4)no2)CCS3(=O)=O)cn1,-0.1717
11318,43.418,CCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,-0.1718
11319,43.413,COCCNC(=O)[C@H]1CCCN(C2CCN(C(=O)c3cc(C)nn3C)CC2)C1,-0.1718
11320,43.408,COC(=O)c1cc(S(=O)(=O)NCCCN2CCCc3ccccc32)cn1C,-0.1718
11321,43.403,CC(C)C(=O)N1CCC(NC2CCN(c3ccccc3)CC2)CC1,-0.1718
11322,43.398,O=C(CCCn1ccnc1)NCCCc1nc2cc(F)ccc2[nH]1,-0.1718
11323,43.393,O=C(COc1ccc(Cl)cc1Cl)Nc1ccc2c(c1)N(C(=O)c1cccs1)CC2,-0.1719
11324,43.388,CSCc1ccc(C(=O)N2CCC(Oc3cccnc3)CC2)o1,-0.1719
11325,43.383,CCn1cc(-c2nc(C)c(C(=O)Nc3cccc(OC)c3)s2)c2cccnc21,-0.1719
11326,43.378,CN(CC(O)C(F)(F)F)C(=O)Cn1nnc(-c2ccccc2)n1,-0.1720
11327,43.373,CN(C)C[C@@]12CN(Cc3ccccc3)C[C@@H]1CN(C(=O)NCc1ccco1)C2,-0.1720
11328,43.368,CC(C)CCNC(=O)c1ccc2c(c1)N(Cc1ccc(F)cc1Cl)C(=O)CS2,-0.1720
11329,43.363,Cc1ccsc1CCC(=O)NC1CCN(C2CCOCC2)C1,-0.1720
11330,43.358,Cc1nnsc1C(=O)N1C[C@@H]2CC[C@H]1CN(S(C)(=O)=O)C2,-0.1720
11331,43.353,CCOc1ccc(OC(C)C(=O)O)cc1,-0.1720
11332,43.348,CC(N)C1CN(C(=O)c2cccc(F)c2F)CCO1.Cl,-0.1721
11333,43.343,CC(C)C[C@H](O)C1CCN(C(=O)c2ccc3nc(C4CCCCC4)oc3c2)CC1,-0.1721
11334,43.338,CCCN1CCCC(C(=O)NC2(c3ncccn3)CCOCC2)C1,-0.1721
11335,43.333,CC1=C(C(=O)N2CCC3(CC2)Nc2ccccc2NC3=O)OCCO1,-0.1721
11336,43.328,CCNc1ncc(C(=O)N2CCN([C@H]3CCc4ccccc4C3)CC2)cn1,-0.1721
11337,43.323,O=C(c1ccc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1)N1CCOCC1,-0.1721
11338,43.318,CCc1ccccc1NC(=O)CSc1nc2ccccc2nc1N1CCCCC1,-0.1721
11339,43.313,Cc1cc(C=O)c(C)n1-c1ccc(OCc2ccc(Cl)cc2)cc1,-0.1721
11340,43.308,O=C(c1n[nH]cc1Cl)N1C[C@H]2C[C@@]2(CO)C1,-0.1721
11341,43.303,O=C1c2ccccc2C2(O)N(c3ccccc3)C(=S)N(c3ccccc3)C12O,-0.1722
11342,43.298,Cc1nc(CN2CCN(C(=O)CCCc3ccc(Cl)cc3)CC2)no1,-0.1722
11343,43.293,CCc1cccc(N2C(=O)CS(=O)(=O)C23C(=O)N(Cc2ccccc2C)c2ccccc23)c1,-0.1722
11344,43.288,C[C@H](O)[C@H]1NC(=O)[C@@H]2C[C@H](NC(=O)Nc3ccc(F)cc3)CN2C1=O,-0.1722
11345,43.283,O=C1CC(c2ccsc2)c2sc(C(=O)O)c(-c3ccc(F)cc3)c2N1,-0.1722
11346,43.278,O=C(CCn1cccc1)N1CC[C@H]2[C@H](CCC(=O)N2CCCCO)C1,-0.1722
11347,43.273,CCOc1ccccc1CNC(=O)Cc1cccs1,-0.1722
11348,43.268,CC(C)n1cc(CN2CCC(c3nc(N(C)C)no3)CC2)cn1,-0.1722
11349,43.263,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1N1CCCCC1,-0.1722
11350,43.258,Cc1nc(CCN(C)S(=O)(=O)CC2CCCC2)no1,-0.1723
11351,43.253,Cc1ccc(OCCN(C)C(=O)CC[C@@H]2NC(=O)NC2=O)c(C)c1,-0.1723
11352,43.248,Cc1oc(=O)oc1CSc1nnc(-c2ccccc2)n1C,-0.1723
11353,43.243,CCNc1nc(C)cc(N2CCN(C(=O)Nc3ccc(C)c(C)c3)CC2)n1,-0.1724
11354,43.238,Cn1cc([C@H]2OCCC[C@@H]2NS(=O)(=O)CC2CCCO2)cn1,-0.1724
11355,43.233,Cc1nnc(CNC(=O)C[C@@]2(Cc3ccccc3)C(=O)N(C)c3ccccc32)o1,-0.1725
11356,43.228,COc1cccc(Cc2nc(-c3ccc4c(c3)nnn4CCC(=O)N3CCOCC3)no2)c1,-0.1725
11357,43.223,COc1cccc(CSc2nccn3nc(-c4cccc(OC)c4)cc23)c1,-0.1725
11358,43.218,CC(=O)Oc1ccc(N2C(=O)C3CC(C)=C(C)CC3C2=O)cc1,-0.1725
11359,43.213,CC(=O)Nc1nsc(N2CCC(C(=O)NCc3ccc(F)cc3)CC2)n1,-0.1726
11360,43.208,O=C(N1CCC(c2ccc3cccnc3n2)CC1)C1(c2ccccc2)CC1,-0.1726
11361,43.203,O=C(CCC1CCCCC1)N[C@@]1(C(F)(F)F)NC(=O)N(Cc2ccccc2)C1=O,-0.1726
11362,43.198,Cc1ccccc1[C@@H]1[C@H]2CN(C(=O)CN3CCOC3=O)C[C@H]2CN1C(=O)N(C)C,-0.1726
11363,43.193,CC(C)C(=O)Nc1ccc([N+](=O)[O-])cc1,-0.1726
11364,43.188,O=C(NCCCN1CCN(CCCNC(=O)c2ccccc2F)CC1)c1ccccc1F,-0.1726
11365,43.183,COc1ccc(NC(=O)CN(c2ccccc2Cl)S(C)(=O)=O)cc1,-0.1726
11366,43.178,O=C(Cn1cnc(S(=O)(=O)N2CCOCC2)c1)NCCc1ccc(Cl)cc1,-0.1726
11367,43.173,CC(=O)Nc1ccc(S(=O)(=O)NC2(C(F)(F)F)C(=O)Nc3c2c(=O)[nH]c(=S)n3-c2ccc(F)cc2)cc1,-0.1726
11368,43.168,O=C(CCc1cc(O)no1)N[C@H]1COCC[C@@H]1OCc1ccccn1,-0.1727
11369,43.163,NS(=O)(=O)C1CCCN(C(=O)N2CCOCC2)C1,-0.1727
11370,43.158,Cc1ccnc(NCCNC(=O)c2ccc3c(c2)no[n+]3[O-])c1,-0.1728
11371,43.153,Cc1cccc(-n2c(Cc3cccn3C)nnc2SCC(=O)N2CCOCC2)c1C,-0.1728
11372,43.148,O=C(Nc1ccc2c(c1)OCCO2)N1c2ccccc2CC1c1nc(C2CC2)no1,-0.1728
11373,43.143,Cc1ccc2oc(-c3noc(C(=O)NCc4ccc(Cl)cc4)n3)c(C)c2c1,-0.1728
11374,43.138,Cc1nc(NC(=O)[C@@H]2CNC(=O)CN2)cc(-c2ccccc2)c1C,-0.1728
11375,43.133,CC(=O)N[C@H]1C[C@@H](c2cnn(-c3cccc(C)c3)c2)O[C@@H](C(C)C)C1,-0.1728
11376,43.128,Cc1nc2c(c(=O)n1C)CN(C(=O)NCCc1ccccc1)C2,-0.1728
11377,43.123,CCc1cc(N2CCN(CC(F)(F)F)C(=O)C2)nc(-c2ccncc2)n1,-0.1729
11378,43.118,C[C@H]1CN(C(=O)C2(N)CCC2)Cc2nnc(Cc3ccccc3)n21,-0.1729
11379,43.113,COc1cc(OC)cc(N2C(=O)CSC23C(=O)N2c4c(cc(OC)cc43)C(C)=CC2(C)C)c1,-0.1730
11380,43.108,O=S(=O)(c1ccc(-c2cc(C(F)(F)F)on2)s1)N1CCC(c2ccccc2)C1,-0.1730
11381,43.103,COc1ccc([C@@H]2[C@@H](C(=O)NCc3cccc(C#N)c3)OCC(=O)N2C2CC2)cc1,-0.1730
11382,43.098,Cc1nn2c(=O)cc(C(=O)O)[nH]c2c1-c1ccccc1,-0.1731
11383,43.093,Cc1nc(-c2ccccn2)[nH]c(=O)c1CC(=O)NCc1ccc2c(c1)OCO2,-0.1731
11384,43.088,CCOC(=O)C1CCC(NC[C@H]2CCN(c3cnn(C)c(=O)c3)C2)CC1,-0.1731
11385,43.083,O=C(NCc1cccs1)c1ccc(Cn2c(SCc3ccccc3)nc3cccnc32)cc1,-0.1731
11386,43.078,O=C(Nc1ccc(N2CCCC2=O)cc1)c1ccc(Cl)cc1F,-0.1731
11387,43.073,Cc1cc(CCCc2ccccc2)oc(=O)c1C(=O)NCCCN1CCCC1=O,-0.1731
11388,43.068,O=C(C(=O)N1C[C@H]2CC[C@@H](C1)N(Cc1ccccc1)C2)N1CCCC1,-0.1731
11389,43.063,Cc1nn(-c2ccc(F)cc2)c(C)c1S(=O)(=O)Nc1ccc(C#N)cc1,-0.1732
11390,43.058,Cc1ccc(Oc2nccnc2SCC(=O)N2CCN(c3cc(C)ccc3C)CC2)cc1,-0.1732
11391,43.053,Cc1cc(C[C@H]2CN(C(=O)Cc3c(F)cccc3F)C[C@@H]2O)[nH]n1,-0.1732
11392,43.048,Cc1[nH]c2c(C(=O)N3CCC(C#N)(c4ccccc4)CC3)cccc2c1C,-0.1732
11393,43.043,COC(=O)c1cc([N+](=O)[O-])cc(C)c1NC(C)=O,-0.1732
11394,43.038,CCc1n[nH]c(SCC(=O)NCCNc2cccnc2)n1,-0.1732
11395,43.033,Cc1cc(S(=O)(=O)N2CCc3oc(C4CCC4)nc3C2)n(C)n1,-0.1732
11396,43.028,CC(=O)Nc1ccc(NC(=O)C2CCN(C(=O)C(C)(C)C)CC2)cc1,-0.1732
11397,43.023,COC[C@H](C)N(CC(=O)N1CCCCCC1)Cc1ccccc1C,-0.1733
11398,43.018,COCC1(C(=O)O)CCCN(C(=O)C2CC(=O)N(CC(C)C)C2)C1,-0.1733
11399,43.013,O=C(c1ccc2c(c1)ncn2CCO)N1CCN(C2CCCCC2)C(=O)C1,-0.1733
11400,43.008,COc1ccc(C(=O)NCc2ccccc2F)cc1[N+](=O)[O-],-0.1733
11401,43.003,CN(C(=O)c1ccccc1)C1CC2CCC(C1)N2C(=O)CCNC(N)=O,-0.1733
11402,42.998,CC(C)Cc1ccc(-c2n[nH]c3c2C(c2cccs2)C(C#N)=C(N)O3)cc1,-0.1733
11403,42.993,c1ccc(OCCN2CCN(c3ccccc3)CC2)cc1,-0.1733
11404,42.988,CO[C@@H]1C[C@H](CNC(=O)c2cn[nH]c2C(C)C)N(c2ccncn2)C1,-0.1734
11405,42.983,Cc1cc(C(F)(F)F)nc(N2CCN(c3ncnc4ccc(C)nc34)CC2)n1,-0.1734
11406,42.978,COc1ccc(NC(=O)CCNc2c(N3CCCC3)c(=O)c2=O)c(OC)c1,-0.1734
11407,42.973,O=S(=O)(N1CCCC1)N1CCN(CCCc2ccco2)CC1,-0.1734
11408,42.968,COc1ccccc1-c1nnc2sc(NC(=O)COc3ccc(C)c(C)c3)nn12,-0.1734
11409,42.963,CCCN1C(=O)Cc2ccccc2C1C(=O)NCc1ccccc1F,-0.1734
11410,42.958,COc1ccccc1-c1nnc(SCC(=O)O)[nH]1,-0.1734
11411,42.953,CC(C)c1ccc(NC(=O)c2cc3c(s2)-c2ccc(Cl)cc2SC3)cc1,-0.1734
11412,42.948,CO[C@@H]1C[C@@H](c2nc(C)n[nH]2)N(C(=O)c2oc(C)cc2C)C1,-0.1734
11413,42.943,CN1CCCN(CC(=O)N2CCc3[nH]nc(C4CC4)c3CC2)CC1,-0.1735
11414,42.938,Cc1ccc(Nc2nc(C)cc(=O)[nH]2)cc1,-0.1735
11415,42.933,O=C(CNC1(c2cccc(Cl)c2)CC1)NC(C1CC1)C1CC1,-0.1735
11416,42.928,CCOC(=O)C1=C(c2ccccc2)Nc2nc3ccccc3n2C1c1ccccn1,-0.1735
11417,42.923,CC(C)(C)NC(=O)CN1CCN(C(=O)CCc2ncc(-c3ccccc3)o2)CC1,-0.1735
11418,42.918,Cc1cc(C)n(Cc2c(C(=O)NC3CCCCCC3)noc2C)n1,-0.1735
11419,42.913,c1cc2c(cc1-c1nn3c(CN4CCCCCC4)nnc3s1)OCCO2,-0.1736
11420,42.908,O=C(NC1CC1)C(c1cc(Br)cs1)N1CCOCC1,-0.1736
11421,42.903,COc1ccc(NC(=O)c2ccc3c(c2)N(C)C(=O)c2ccccc2O3)cc1OC,-0.1736
11422,42.898,COc1ccc2[nH]c(C(=O)N3CCC(N4C[C@@H](OC)[C@H]4c4cccnc4)CC3)cc2c1,-0.1736
11423,42.893,CCCNC(=O)C1CN(S(=O)(=O)c2cnn(C)c2)c2ccccc2O1,-0.1737
11424,42.888,COC(=O)COc1ccc(NC(=O)N[C@@H](C)c2ccc3c(c2)CCCC3)cc1,-0.1737
11425,42.883,Cn1c(CN(c2ccc(F)cc2)S(C)(=O)=O)nnc1SCc1nnc(-c2ccccc2)o1,-0.1737
11426,42.878,O=C1C(Nc2cccc(C(F)(F)F)c2)=C(N2CCOCC2)C(=O)c2ccccc21,-0.1737
11427,42.873,CCN1CN(C(=O)Cc2c[nH]c3cc(C)ccc23)CC1=O,-0.1737
11428,42.868,Cc1cccc(OCCCOc2ccc(/C=C3/SC(=S)NC3=O)cc2)c1,-0.1738
11429,42.863,CCOc1ccc(C(C)C)cc1S(=O)(=O)Nc1cccc(-c2ccc(=O)n(C)n2)c1,-0.1738
11430,42.858,Cc1ncc2c(n1)[C@]1(CCCN(C(=O)c3ccncc3)C1)CC2,-0.1738
11431,42.853,Cc1ccccc1C(NC(=O)C1CCN(S(C)(=O)=O)CC1)C(C)C,-0.1738
11432,42.848,COc1ccc(Br)cc1-c1nc(C(N)=O)c2[nH]c(=O)n(-c3cccc(C)c3)c2n1,-0.1738
11433,42.843,COc1cccc(CCC(=O)NCC(=O)N2CCN(c3ccccn3)CC2)c1,-0.1739
11434,42.838,COc1cc(C)cc2c1OCCC2NC(=O)CCc1cn(C)nc1C,-0.1739
11435,42.833,O=C(c1cccnc1)N1CCc2c(ncnc2NC2CC=CC2)C1,-0.1740
11436,42.828,CC(C)c1ncc(C(=O)NC[C@H]2CN(S(C)(=O)=O)CCO2)cn1,-0.1740
11437,42.823,COc1ccc(C(=O)N2CC[C@@H](O)[C@@](Cc3cccc(F)c3)(C(=O)O)C2)c(F)c1,-0.1740
11438,42.818,Nc1ncc(C(=O)N2CCc3ccccc3CC2)s1,-0.1740
11439,42.813,COc1cccc(OCCN2CCN(C(=O)NCC(=O)N3CCCC3)CC2)c1,-0.1740
11440,42.808,Cl.NC1(C(=O)Nc2cc(C(F)(F)F)c[nH]c2=O)CCCC1,-0.1741
11441,42.803,CC(C)(C)n1nc(CC(N)=O)nc1-c1ccc2sc(N)nc2c1,-0.1741
11442,42.798,CCc1ccccc1C(=O)N[C@H]1COC[C@@H]1Cc1ccncc1,-0.1741
11443,42.793,COc1ccc(-c2noc(CC(=O)Nc3nc4ccc(OC)cc4s3)n2)cc1,-0.1741
11444,42.788,Cc1nnc(CC2CCN(C(=O)NC3CCCCC3)CC2)[nH]1,-0.1741
11445,42.783,CC(=O)Nc1nc2ccc(NS(=O)(=O)c3ccc(C)cc3C)cc2s1,-0.1742
11446,42.778,CN1CCCC1C(=O)N1CCN(CCN2C(=O)CNC2=O)CC1,-0.1742
11447,42.773,COc1ccc([C@@H]2[C@@H]3CN(C(=O)c4cccnc4C)C[C@@H]3CN2C)cc1,-0.1742
11448,42.768,COCCn1cnnc1CN(C)C(=O)[C@@H]1CCCCn2nnnc21,-0.1742
11449,42.763,CC(C)C1(C)CC1NS(=O)(=O)CCC1CCOCC1,-0.1742
11450,42.758,O=C(c1ccc2c(c1)OCO2)N1CCC(Nc2cccnc2)C1,-0.1742
11451,42.753,Cn1nc(C(=O)N[C@H]2CN(c3ncccn3)C[C@@H]2CO)c2ccccc21,-0.1742
11452,42.748,CC(Oc1cccc(Cl)c1)C(=O)Nc1ccccc1C(=O)N1CCCCCC1,-0.1743
11453,42.743,O=C(NC1CCC2OCCOC2C1)c1ccc2ncsc2c1,-0.1743
11454,42.738,O=C1CC(C(=O)Nc2ccc(C(=O)N3CCCCC3)cc2)C2(CCCCC2)O1,-0.1743
11455,42.733,O=C(NCCSc1cnn[nH]1)c1n[nH]c2ccccc12,-0.1743
11456,42.728,O=C(Cn1ccnc1-c1ccccc1)N[C@H]1COC[C@@H]1Cc1ccncc1,-0.1743
11457,42.723,Cc1c(C(=O)N2CCOCC2)oc2c1-c1nn(CC(=O)NCc3cccc(Cl)c3)cc1CC2,-0.1743
11458,42.718,COc1ccc(CCNc2oc(Cc3ccccc3)nc2C#N)cc1,-0.1744
11459,42.713,CCC(C)NC(=O)Cn1nc(C(F)(F)F)c(Cl)c1C,-0.1744
11460,42.708,CC(C)C(=O)Nc1nc2ccc(CCC(=O)Nc3ccc(C(C)C)cc3)cc2s1,-0.1744
11461,42.703,O=C(Nc1ccccc1OCCc1ccccn1)NC1CCOCC1,-0.1744
11462,42.698,COc1cccc(CNCc2ccccc2OC)c1,-0.1744
11463,42.693,Cc1nnc([C@@]23COC[C@@H]2CN(C(=O)c2cc(C)n(C(C)C)c2C)C3)o1,-0.1745
11464,42.688,O=C1NC2(CCCCCC2)C(=O)N1CC(O)CC(F)(F)F,-0.1745
11465,42.683,CCOc1cc(C(=O)NC(C)C2CCCO2)cc(OCC)c1OCC,-0.1745
11466,42.678,CCN(CC)S(=O)(=O)c1ccc(NCc2ccccc2)nc1,-0.1745
11467,42.673,CC/N=C(\NCC)SC1CC(=O)N(CCc2ccccc2)C1=O,-0.1745
11468,42.668,CC(Cc1ccc2c(c1)CCO2)NS(C)(=O)=O,-0.1745
11469,42.663,COc1ccc(CNC(=O)c2cnc3sc(N4CCCC4)nn3c2=O)c(OC)c1,-0.1746
11470,42.658,O=C(O)C1C[C@@H]2C[C@H](NS(=O)(=O)c3ccc4ccccc4c3)[C@@H]2C1,-0.1746
11471,42.653,CNc1ccccc1C(=O)Nc1cccc(OCc2cccc(C#N)c2)c1,-0.1746
11472,42.648,O=C(CSc1nnc2[nH]c(=O)cc(-c3ccccc3)n12)N1CCN(c2ccccc2)CC1,-0.1746
11473,42.643,CCOC(=O)C1CCCN(C(=O)Cn2cnc3sc(C)c(S(=O)(=O)N4CCOCC4)c3c2=O)C1,-0.1746
11474,42.638,O=C(Nc1ccc(Cl)cc1N1CCOCC1)c1ccccc1,-0.1746
11475,42.633,O=C(O)Cc1ccc(NC(=O)c2cc3c([nH]c2=O)CC(c2ccco2)CC3=O)cc1,-0.1747
11476,42.628,O=C(NC1CCCCCCC1)c1ccc2c(c1)NC(=O)C1CCCCN21,-0.1747
11477,42.623,CCOCCCNC(=O)c1cc2c(=O)[nH]c(-c3ccccc3)cn2n1,-0.1747
11478,42.618,COCCN1CCC(C(=O)N(C)[C@@H](C)c2cc3ccccc3[nH]2)CC1,-0.1747
11479,42.613,COCC1CCC(NC(=O)NC2CCCc3cn[nH]c32)CC1,-0.1748
11480,42.608,Cc1cc(F)ccc1C(=O)N1CCCN(C)C2(CCNCC2)C1,-0.1748
11481,42.603,COC(=O)CN1CCN(Cc2ccc(F)cc2)CC1,-0.1748
11482,42.598,O=C(CN1CCOc2ccccc2C1)NCc1nc(-c2ccncc2)n[nH]1,-0.1748
11483,42.593,CCOC(=O)N1CCN(C(=S)Nc2ccccc2C)CC1,-0.1749
11484,42.588,CC(C)c1cc(C(=O)N2CCC(c3nc4cc(F)ccc4[nH]3)CC2)nc2ncnn12,-0.1749
11485,42.583,O=C(Cc1ccccc1F)NC1(C(=O)O)CCSC1,-0.1750
11486,42.578,COc1cccc(F)c1CN1CC[C@]2(OC)CC[C@@H](Oc3ccccn3)C[C@H]12,-0.1750
11487,42.573,COC(=O)c1scc(-c2ccc(C)cc2)c1S(=O)(=O)Nc1ccc(NC(C)=O)cc1,-0.1750
11488,42.568,CO[C@@H]1CN[C@H](C(=O)NCC2(c3ccccc3C)CC2)C1.Cl,-0.1750
11489,42.563,CC(C)C[C@H]1CN(c2cc(N(C)C)ncn2)CCO1,-0.1750
