cid,smiles,molecular_weight
109094,CCOC(=O)CN1CCCC1=O,171.19
110635,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,389.4
110689,CC(CC1=CC(=C(C(=C1)OC)OC)OC)N.Cl,261.74
110747,CC(C)CCCC(C)CC=O,156.26
110823,CC(CC1=CC2=C(C=C1)OCO2)N.Cl,215.67
110862,CC1CNCC(O1)C,115.17
111032,CC1CC(CC(C1)(C)C)OC(=O)C(=C)C,210.31
111037,CC1=CCC(CC1)C(C)(C)OC(=O)C,196.29
111318,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4=CC=CO4)CCC5=CC(=O)CC[C@H]35,396.5
111332,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC=C3[C@H]2CCC4=CC(=O)CC[C@@]43C)C)O,386.5
112039,CC(=O)C(CC(=O)OC)C(=O)OC,188.18
112264,CC[N+]1(CCCC1)C.[Br-],194.11
112322,CN(C)CCCNCCC#N,155.24
112412,CC(C)(C1=CC=CC=C1)C2=CC(=C(C(=C2)N3N=C4C=CC=CC4=N3)O)C(C)(C)C5=CC=CC=C5,447.6
113027,CCN(CC#N)C1=CC=CC(=C1)C,174.24
113033,CC1=CC(=C(C(=C1)Cl)N)C,155.62
113124,CCOC1=CC(=C(C=C1C(=O)C)OCC)OCC,252.31
113606,CCC1=CC(=C(N=C1)C(=O)O)C(=O)O,195.17
113646,CCCCCCCCSCC1=CC(=C(C(=C1)C)O)CSCCCCCCCC,424.8
114129,CC(C)(CC(=O)OC)C=C,142.20
114750,CN1C(=O)C[C@H](NC1=O)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N3CCC[C@H]3C(=O)N,405.4
114809,C(=O)(C(Cl)(Cl)Br)O,207.83
114811,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CF)NC(=O)C(Cl)Cl)O,358.2
114948,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4C[C@H]5[C@@H](CC6=CNC7=CC=CC5=C67)N(C4)C)O,577.7
114994,CC(C)(C)N(C(=O)C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)Cl,330.8
115089,C1=CC(=CC(=C1)O)C[C@@H](CO)[C@@H](CC2=CC(=CC=C2)O)CO,302.4
115157,CCC(COCCOC(=O)C=C)(COCCOC(=O)C=C)COCCOC(=O)C=C,428.5
115162,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C.Cl,476.0
115224,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,252.72
115227,CC1=C(C=C(C(=O)N1)C#N)C2=CN3C=CN=C3C=C2.Cl,286.71
115268,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.O.[Br-].[Br-],362.06
115305,CCCC(=O)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC.Cl,409.9
115367,C1CC[C@H]2[C@@H](C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54.Cl,463.0
116529,CC1=C(C(=C(C=C1)Cl)N)Cl,176.04
116814,CN(C1CCCCC1)S(=O)(=O)C2=CC=CC=C2N,268.38
117291,CCCCC(CC)COC(=O)C1=C(C(=C(C(=C1Br)Br)Br)Br)C(=O)OCC(CC)CCCC,706.1
117295,CCN1CCCC1CN,128.22
117549,CCCCCC1=CCCC1=O,152.23
117640,CC(C)(C)OC(=O)C1=CC=C(C=C1)O,194.23
117734,CO[Si](CCCN1C(=O)N(C(=O)N(C1=O)CCC[Si](OC)(OC)OC)CCC[Si](OC)(OC)OC)(OC)OC,615.8
117746,CN1C(=O)C=CS1.Cl,151.62
117822,CC(=O)CC(=O)NC1=CC2=C(C=C1)NC(=O)N2,233.22
117915,CC1=C(C=CC(=C1)OC)Br,201.06
117965,CCCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C.Cl,324.9
118193,CC1CCC(CC1)CO,128.21
118264,CC(C1=CC=CC=C1)N2C=NC=C2C(=O)OC.Cl,266.72
118285,CCCCNC1CC(NC(C1)(C)C)(C)C,212.37
118327,CCC(C)C1=C(C(=CC(=C1)C(C)(C)C)N2N=C3C=CC=CC3=N2)O,323.4
118379,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,398.6
118390,COC1=C(C=C(C=C1)S(=O)(=O)N)C(=O)OC,245.25
118574,COC1=C(C=C(C=C1)Cl)C(=O)OC,200.62
118703,CCCC1C(=CC(=CN1C2=CC=CC=C2)CC)CC,255.4
118771,CO[Si](CCCNCCNCCN)(OC)OC,265.43
118899,CC(C1=C(C(=CC(=C1)C(C)(C)C)C(C)(C)C)O)C2=C(C(=CC(=C2)C(C)(C)C)C(C)(C)C)O,438.7
119020,C(CCN=C(N)N)CN=C(N)N.OS(=O)(=O)O,270.31
119171,CC1=C(C(C(=C(N1)C)P2(=O)OCC(CO2)(C)C)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCN(CC4=CC=CC=C4)C5=CC=CC=C5,631.7
119175,CC1C2=NN=C(N2C3=C(C=C(S3)CCC4=CC=C(C=C4)CC(C)C)C(=N1)C5=CC=CC=C5Cl)C,489.1
119182,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,303.68
119193,CCCCCCOC1=C(C(=C(C(=C1)C)O)C)C,236.35
119361,C1CC1(C(CC2=CC=CC=C2Cl)(CN3C=NC=N3)O)Cl,312.2
119369,CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC(C4=CC=CC=C43)N(C)C,427.5
119435,C[C@H](C(=O)O)OC1=C(C=C(C=C1)Cl)Cl,235.06
119442,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC.Cl,521.1
119525,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O.CS(=O)(=O)O,429.5
119570,CCCN[C@H]1CCC2=C(C1)SC(=N2)N,211.33
119583,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,614.0
119607,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,314.4
119716,CC(C)CCCCCCN,143.27
119921,C1CC2=C(C=CC=C2O)C(=O)C1,162.18
120070,COC(=O)C(C(=O)OC)Cl,166.56
120081,COC1=C(C=C2C(=C1)C(=O)NC(=O)N2)OC,222.20
120101,CC1=CC2=C(C=C1)OCC(=O)CO2,178.18
120203,C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,538.07
121035,CCC(=C(C1=CC=CC=C1)C2=CC=CC=C2)CN.Cl,273.8
121097,COC(=O)C1=CC=CC=C1C(=O)C2=CC=C(C=C2)OCCN3CCCCC3.Cl,403.9
121396,C(CC(=O)O)[C@@H](C(=O)O)NC(=O)N,190.15
121639,CC(=O)OCCN(CCOC(=O)C)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)[N+](=O)[O-])C#N,439.4
121752,CCCOCC(C)OCC(C)O,176.25
122073,CC1=C(C(C(=C(N1)C)C(=O)OCCC2=CC=C(C=C2)N3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)C6=CC(=CC=C6)[N+](=O)[O-])C(=O)OC,686.8
122077,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,411.9
122087,CCC(C)(C(=O)CCl)NC(=O)C1=CC(=C(C(=C1)Cl)C)Cl,336.6
122125,COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC.Cl.Cl,541.5
122188,CN1C(=CC(=O)N(C1=O)C)NCCN(CCCC2=CC=C(C=C2)[N+](=O)[O-])CCO.Cl,441.9
122499,CC1=CC=CC2=NNN=C12,133.15
122600,CCCCCCCCCCCCCCCCCCOC(=O)C(=C)C,338.6
122612,CC(=C)C(=O)OCCOP(=O)(O)OCCOC(=O)C(=C)C,322.25
122797,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O,400.4
122820,C1CN(CCC12NC(=O)CS2)CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl.Cl,482.5
122824,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,348.9
122903,CC1=CC(=O)C(C(=O)O1)C(=O)C,168.15
123114,C1CC1C=O,70.09
123458,CC(COC)N,89.14
123504,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)Cl)O,232.66
123596,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,589.7
123606,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,335.5
123608,C(CC(=O)O)C(=O)CN.Cl,167.59
123619,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,358.8
123622,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)CN(C2=O)CC#C)C,318.4
123631,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,446.9
123698,CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2.Cl,295.8
123879,C1CC2=C(C[C@@H]1NS(=O)(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4N2CCC(=O)O,416.5
123924,CCN(CC)C(=O)C1=CC=C(C=C1)[C@H](C2=CC(=CC=C2)OC)N3C[C@H](N(C[C@@H]3C)CC=C)C,449.6
124087,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,310.8
124225,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCNCC4,349.4
124246,CS(=O)(=O)NC1=C(C=C2C(=C1)OC=C(C2=O)NC=O)OC3=CC=CC=C3,374.4
124886,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,307.33
125098,CCC(C)OC(=O)N1CCCCC1CCO,229.32
125564,CCN1CCN(CC1)C2=NC3=C(CCCCCC3)C(=C2)C4=CC=C(C=C4)F,367.5
126565,C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,439.5
126941,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,454.4
127150,CCOC1=CC=CC=C1O[C@@H]([C@H]2CNCCO2)C3=CC=CC=C3.CS(=O)(=O)O,409.5
127404,CC(C)NCC(COC1=CC=CC=C1N2C=CC=C2)O,274.36
127998,CC1=CC=C(C=C1)C(=O)CC(CSC(=O)C)C(=O)O,280.34
128798,C1CSC2=NC(=O)C(C(=O)N21)CC3=CC=C(C=C3)Cl,294.76
128918,C1CN(CC=C1C2=CC(=CC=C2)C(F)(F)F)CCC3=CC4=CC=CC=C4C=C3.Cl,417.9
129109,CC(C(=O)N1C(CN(C1=O)C)C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O,377.4
129209,CC1=C(C(=CC=C1)C)N(CCCC2=CN=CC=C2)C(=O)C(C)N.Cl.Cl,384.3
129228,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,238.19
129319,CCNC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,319.4
129491,C1CN(CCC1C=C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)CCCCCCCCC4=CN=CC=C4,480.7
129791,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC.Cl,394.9
129991,CC(=O)OCC(=O)NC1=CC(=CC(=C1Cl)NC(=O)COC(=O)C)C#N,367.74
130313,CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C,233.24
130881,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,558.6
130956,C1=CC2=NC=C(N2C=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,322.15
130990,CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(CC1)C(=O)OC[C@H](COC(=O)N(CC2=CC=CC=[N+]2CC)C(=O)C3=CC=CC=C3OC)OC.[Cl-],861.5
131204,CC(C)(CO)[C@H](C(=O)NCCCO)O,205.25
131535,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)OP(=O)([O-])[O-])S(=O)(=O)C3=CC=C(C=C3)N.[Ca+2],623.7
131746,C1CN(CCC1N)C2=NC(=CC=C2)Cl.Cl,248.15
132519,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)NC,388.5
132916,C1CN2C(=O)[C@H](N=C(C3=CC=CC1=C32)C4=CC=CC=C4F)NC(=O)C5=CC6=CC=CC=C6N5,438.5
132932,COC1=CC=C(C=C1)N2C(=CC(=N2)C(F)F)C3=CC=C(C=C3)S(=O)C,362.4
133264,CCCCCOC1=C(C=C(C=C1)C2C(=O)NC(=O)S2)OCC,323.4
133621,CCN1C=CN=C1CC2COC3=CC=CC=C3O2,244.29
133914,CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(C(=O)OCCCCCC)OC(=O)CCC,514.7
134018,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,316.4
134601,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,294.30
134669,C(CO)CSC[C@@H](C(=O)O)N,179.24
134976,CC(C)(C)OC(=O)C1=CC=CC=C1C(=O)O,222.24
135191,C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O,150.13
135242,CC(=O)O.CN=C(N)NCCC[C@@H](C(=O)O)N,248.28
135410,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H](C3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)COC,462.5
136843,C1CCC2(C1)CC(=O)NC(=O)C2,167.20
137264,CC(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,231.21
137601,CCCC1=CC=C(C=C1)C(=O)O,164.20
137829,CC(C1CCCCC1)O,128.21
137895,C(CCCCCCBr)CCCCCO,265.23
137994,CC1(CC(CC(N1[O])(C)C)O)C,172.24
138395,CC1=NC2=C(C=C1)C=CC(=C2)Cl,177.63
138477,C1=CC=C(C=C1)N2C=NN=N2,146.15
142482,CCCC1CCC(=O)CC1,140.22
142752,CCCCCCCCCC(=O)NO,187.28
142766,C1=CC=C(C(=C1)C(=O)O)O.C1=CC2=C(C(=C1)O)N=CC=C2,283.28
142891,CCOC(=O)C1=CC=C(C=C1)I,276.07
145512,CC1=CC=C(C=C1)C2=CC=CC=C2C#N,193.24
145815,C(CC(=O)N)[C@H](C(=O)O)N,146.14
146256,CC1=C(C(=CC=C1)OCC(CNC(C)(C)C)O)C,251.36
146540,C1=CC=C(C=C1)CNN.Cl.Cl,195.09
146571,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.C(=O)(C(=O)O)O,414.4
148121,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,477.5
148124,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,807.9
148177,CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](CC1)(C)C,461.7
148192,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,704.9
148673,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42.Cl,429.9
150311,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O,409.4
150762,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC.Cl.Cl,683.6
151075,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,254.28
151166,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,293.72
151170,COC1=C(C=C(C=C1)C2(CCC(CC2)C(=O)O)C#N)OC3CCCC3,343.4
151173,C1C(O[C@H](O1)CO)N2C=CC(=NC2=O)N,213.19
151194,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,346.8
151932,C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].[Cr+3],418.3
152801,C1C2=C(C=CC(=C2)Cl)NC1=O,167.59
152932,C1CN(CCN1)C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,288.33
152943,CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N.C(CC(=O)O)C(=O)O.O,379.4
152951,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@@H](C3)C,508.6
153751,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O)N(C)C)O.Cl,848.3
153909,CC1=NC(=NC(=N1)OC)N(C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,395.4
153939,C1[C@H](C2=C(O1)C=C(C=C2)OCC3=CC=CC=C3)N(C(=O)N)O,300.31
153974,CCOC1=C(C=CC(=C1)C(C)(C)C)C2COC(=N2)C3=C(C=CC=C3F)F,359.4
153994,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,456.3
153997,C1CN(CCN1C[C@H](COC2=CC=CC3=C2C=CC=N3)O)C4C5=CC=CC=C5[C@H]6[C@H](C6(F)F)C7=CC=CC=C47.Cl.Cl.Cl,637.0
154058,C1CN2CCC1[C@H](C2)OC(=O)N3CCC4=CC=CC=C4[C@@H]3C5=CC=CC=C5.Cl,398.9
154256,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O,530.7
154413,CC1([C@@H]([C@H](C2=C(O1)C=C(C=C2)OC)C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5)C,457.6
154914,COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)[O-].[Na+],363.25
154915,CCO[Si](CCC1CCC2C(C1)O2)(OCC)OCC,288.45
155032,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O.Cl,408.0
155143,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,442.7
155166,C1=C(C(=CC(=C1Br)Br)Br)OC2=CC(=C(C=C2Br)Br)Br,643.6
155290,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3.Cl,289.8
155434,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],400.5
155774,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O,339.39
155794,CC1=CN=C(C(=C1OC)C)CSC2=NC3=C(N2)C=C(C=C3)OC,329.4
156328,C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,402.5
156391,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,230.26
156395,C[C@H](C(=O)C1=CC=CC=C1)N.Cl,185.65
156414,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,485.9
156418,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl,393.9
156422,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,527.7
157313,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl,285.77
157355,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,344.31
157672,CN1CCC[C@@H]1C2=CN=CC=C2,162.23
157690,C[C@@H]1C2=C(CN1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F.CS(=O)(=O)O.O,540.5
157882,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,341.55
157917,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl,648.2
157920,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F,390.5
157921,COC(=O)CCC(=O)CN.Cl,181.62
158076,CC(C)(C)[C@H]([C@@H](CC1=CC=C(C=C1)Cl)N2C=NC=N2)O,293.79
158404,[Cl-].[Cl-].[Ni+2],129.60
158629,C1=CC(=C(C(=C1C2=CC(=C(C(=C2)Br)Br)Br)Br)Br)Br,627.6
158793,C1=CC=C(C=C1)[C@H](CNCCOC2=CC=C(C=C2)CC(=O)O)O.Cl,351.8
159055,C[C@@]12CC[C@@H](C1(C)C)CC2=O,152.23
159271,CC1=NC(=C(O1)C2=CC(=C(C=C2)S(=O)(=O)N)F)C3CCCCC3,338.4
159278,C1=CC(=CC=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,300.30
159678,O.O.O.O.O.O.O.O.O=[Zr].Cl.Cl,324.26
159747,C=CC(=O)[O-].C=CC(=O)[O-].[Zn+2],207.5
159924,CN.[N+](=O)(O)[O-],94.07
159977,CN1CCN(CC1)C2=NN=C3C(=C2)N(C4=CC=CC=C4O3)C,297.35
160024,C1[C@H](OC2=C([C@]13C(=O)NC(=O)N3)C=C(C=C2)F)C(=O)N,279.22
160138,C1CC2C3CC(C2C1CO)CC3CO,196.29
160157,C1=C(C(=CC(=C1O)O)O)CCN.Cl,205.64
160243,C[N+]1(CC(CC(=C(C2=CC=CS2)C3=CC=CS3)C1)OC)C.[Br-],400.4
160796,CC(CC1=CC=CC=C1)NCC2=CC=CC=C2Cl.Cl,296.2
161104,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl,366.3
161236,C1=CC=C(C=C1)[P+](CCCCC(=O)O)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],443.3
161562,CCN(CC)CCC(=O)N1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,394.5
161803,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl.Cl,425.3
161929,CC(CC(=O)Cl)CC(C)(C)C,176.68
162012,CCO[Si](CCCSSSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,539.0
162071,C[N+](C)(C)CCOC(=O)C=C.[Cl-],193.67
162381,CC(=C[C@@H]1[C@H](C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,338.4
162461,CC1=C(C=CC(=C1)OC)NC2=CC=CC=C2,213.27
162839,C1=CC(=NC(=C1Cl)C(=O)O)Cl.C(CO)N,253.08
163263,C[C@]12CCCC([C@@H]1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C,308.5
163701,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C2=CC=CC=C2.Cl,282.81
163727,C1=CC(=NC=C1Cl)C(=O)NCCN.Cl,236.10
163751,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,327.8
163934,C=COCC1CCC(CC1)CO,170.25
164072,CC1=NC2=C(CC3=C(O2)C=CC(=C3)C(C)C(=O)OCC(=O)N(C)C)C=C1,354.4
164282,CC1(CC(CC(N1)(C)C)OC(=O)CCCCCCCCC(=O)OC2CC(NC(C2)(C)C)(C)C)C,480.7
164333,CC(COC(C)(C)C)OCCCO,190.28
164457,CC1(OC[C@H](O1)COC(=O)CCC2=CC=C(C=C2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C.Cl,546.1
164486,C1=CN(C(=N1)[N+](=O)[O-])CO[C@@H](CO)[C@@H](CO)O,247.21
164512,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C(=O)C3=C(C=C(C=C3C)C)C)C,418.5
164652,CCNCC(C1=CC(=CC=C1)O)O.Cl,217.69
164739,C[C@@H]([C@@H](C1=CC(=C(C=C1)O)O)O)N,183.20
164877,CN=C1C=CC(=C(C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(C)C)C=C1,357.5
165286,CNN.OS(=O)(=O)O,144.15
165457,CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N.CC(C(=O)O)O.O,361.4
165675,C[C@H]1CC[C@@H]([C@H](C1)O)C(C)C,156.26
165746,CC(C)CCCCCOC(=O)C=C,184.27
166033,[Cl-].[Cl-].[Cl-].[Fe+3],162.20
166480,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,348.4
166572,CC(C)C(=O)NC1=CC=CC(=C1)C2CN3CCSC3=N2,289.4
166589,CCCN[C@H]1CCC2=C(C1)SC(=N2)N.O.Cl.Cl,302.3
167180,C1CCN(CC1)CC(C2=NOC(=C2)C3=CC=CC=C3)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,464.5
167980,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC.Cl,423.9
168088,CC[N+]1(CCCCC1)CCOC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O.[Br-],448.4
168870,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4C[C@H]5[C@@H](CC6=CNC7=CC=CC5=C67)N(C4)C)O.CS(=O)(=O)O,659.8
